match_id,team_id,crosses_openplay_from_segments,crosses_openplay_from_files,_merge,diff
DFL-MAT-J03WKB,DFL-CLU-00000D,6,6,both,0
DFL-MAT-J03WKB,DFL-CLU-00000G,15,15,both,0
DFL-MAT-J03WKC,DFL-CLU-00000G,6,6,both,0
DFL-MAT-J03WKC,DFL-CLU-000010,5,5,both,0
DFL-MAT-J03WKD,DFL-CLU-000004,3,4,both,-1
DFL-MAT-J03WKD,DFL-CLU-000017,10,10,both,0
DFL-MAT-J03WKE,DFL-CLU-000002,9,9,both,0
DFL-MAT-J03WKE,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WKF,DFL-CLU-000008,20,20,both,0
DFL-MAT-J03WKF,DFL-CLU-00000S,8,8,both,0
DFL-MAT-J03WKG,DFL-CLU-00000D,8,8,both,0
DFL-MAT-J03WKG,DFL-CLU-00000F,18,19,both,-1
DFL-MAT-J03WKH,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WKH,DFL-CLU-00000V,10,10,both,0
DFL-MAT-J03WKI,DFL-CLU-000006,12,12,both,0
DFL-MAT-J03WKI,DFL-CLU-00000Z,4,4,both,0
DFL-MAT-J03WKJ,DFL-CLU-000007,4,4,both,0
DFL-MAT-J03WKJ,DFL-CLU-000009,16,16,both,0
DFL-MAT-J03WKK,DFL-CLU-00000B,2,2,both,0
DFL-MAT-J03WKK,DFL-CLU-00000E,8,9,both,-1
DFL-MAT-J03WKL,DFL-CLU-000007,8,8,both,0
DFL-MAT-J03WKL,DFL-CLU-000008,10,10,both,0
DFL-MAT-J03WKM,DFL-CLU-00000B,4,4,both,0
DFL-MAT-J03WKM,DFL-CLU-00000G,8,8,both,0
DFL-MAT-J03WKN,DFL-CLU-00000F,13,13,both,0
DFL-MAT-J03WKN,DFL-CLU-00000V,8,8,both,0
DFL-MAT-J03WKO,DFL-CLU-000006,7,7,both,0
DFL-MAT-J03WKO,DFL-CLU-00000A,11,11,both,0
DFL-MAT-J03WKP,DFL-CLU-000002,8,8,both,0
DFL-MAT-J03WKP,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WKQ,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WKQ,DFL-CLU-00000E,12,12,both,0
DFL-MAT-J03WKR,DFL-CLU-00000S,5,5,both,0
DFL-MAT-J03WKR,DFL-CLU-000017,8,8,both,0
DFL-MAT-J03WKS,DFL-CLU-000009,27,27,both,0
DFL-MAT-J03WKS,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WKT,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WKT,DFL-CLU-00000D,15,15,both,0
DFL-MAT-J03WKU,DFL-CLU-000007,11,11,both,0
DFL-MAT-J03WKU,DFL-CLU-00000G,7,7,both,0
DFL-MAT-J03WKV,DFL-CLU-000006,6,6,both,0
DFL-MAT-J03WKV,DFL-CLU-000017,11,11,both,0
DFL-MAT-J03WKW,DFL-CLU-00000D,4,4,both,0
DFL-MAT-J03WKW,DFL-CLU-00000V,8,8,both,0
DFL-MAT-J03WKX,DFL-CLU-00000A,15,15,both,0
DFL-MAT-J03WKX,DFL-CLU-00000Z,8,8,both,0
DFL-MAT-J03WKY,DFL-CLU-000004,5,5,both,0
DFL-MAT-J03WKY,DFL-CLU-000008,28,28,both,0
DFL-MAT-J03WKZ,DFL-CLU-00000F,17,17,both,0
DFL-MAT-J03WKZ,DFL-CLU-00000S,1,1,both,0
DFL-MAT-J03WL0,DFL-CLU-000003,16,16,both,0
DFL-MAT-J03WL0,DFL-CLU-000010,4,4,both,0
DFL-MAT-J03WL1,DFL-CLU-000009,18,19,both,-1
DFL-MAT-J03WL1,DFL-CLU-00000B,7,7,both,0
DFL-MAT-J03WL2,DFL-CLU-000002,6,6,both,0
DFL-MAT-J03WL2,DFL-CLU-00000E,13,13,both,0
DFL-MAT-J03WL3,DFL-CLU-000007,10,10,both,0
DFL-MAT-J03WL3,DFL-CLU-00000V,8,8,both,0
DFL-MAT-J03WL4,DFL-CLU-00000B,3,3,both,0
DFL-MAT-J03WL4,DFL-CLU-00000F,12,12,both,0
DFL-MAT-J03WL5,DFL-CLU-00000A,6,6,both,0
DFL-MAT-J03WL5,DFL-CLU-00000G,6,6,both,0
DFL-MAT-J03WL6,DFL-CLU-000006,21,21,both,0
DFL-MAT-J03WL6,DFL-CLU-00000E,12,12,both,0
DFL-MAT-J03WL7,DFL-CLU-000002,7,7,both,0
DFL-MAT-J03WL7,DFL-CLU-000009,13,13,both,0
DFL-MAT-J03WL8,DFL-CLU-000003,9,9,both,0
DFL-MAT-J03WL8,DFL-CLU-000004,4,4,both,0
DFL-MAT-J03WL9,DFL-CLU-00000D,15,15,both,0
DFL-MAT-J03WL9,DFL-CLU-00000S,13,13,both,0
DFL-MAT-J03WLA,DFL-CLU-000008,11,11,both,0
DFL-MAT-J03WLA,DFL-CLU-000010,21,21,both,0
DFL-MAT-J03WLB,DFL-CLU-00000Z,5,5,both,0
DFL-MAT-J03WLB,DFL-CLU-000017,9,9,both,0
DFL-MAT-J03WLC,DFL-CLU-000002,13,14,both,-1
DFL-MAT-J03WLC,DFL-CLU-00000G,13,13,both,0
DFL-MAT-J03WLD,DFL-CLU-000010,12,12,both,0
DFL-MAT-J03WLD,DFL-CLU-000017,4,4,both,0
DFL-MAT-J03WLE,DFL-CLU-00000S,10,11,both,-1
DFL-MAT-J03WLE,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WLF,DFL-CLU-000006,6,6,both,0
DFL-MAT-J03WLF,DFL-CLU-000008,9,9,both,0
DFL-MAT-J03WLG,DFL-CLU-000004,2,2,both,0
DFL-MAT-J03WLG,DFL-CLU-00000F,25,25,both,0
DFL-MAT-J03WLH,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WLH,DFL-CLU-00000B,11,11,both,0
DFL-MAT-J03WLI,DFL-CLU-000007,7,7,both,0
DFL-MAT-J03WLI,DFL-CLU-00000D,12,12,both,0
DFL-MAT-J03WLJ,DFL-CLU-000009,6,6,both,0
DFL-MAT-J03WLJ,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WLK,DFL-CLU-00000A,11,11,both,0
DFL-MAT-J03WLK,DFL-CLU-00000E,11,11,both,0
DFL-MAT-J03WLL,DFL-CLU-000007,11,11,both,0
DFL-MAT-J03WLL,DFL-CLU-00000F,6,6,both,0
DFL-MAT-J03WLM,DFL-CLU-00000B,4,4,both,0
DFL-MAT-J03WLM,DFL-CLU-000017,7,7,both,0
DFL-MAT-J03WLN,DFL-CLU-000009,9,9,both,0
DFL-MAT-J03WLN,DFL-CLU-00000A,7,7,both,0
DFL-MAT-J03WLO,DFL-CLU-000006,4,4,both,0
DFL-MAT-J03WLO,DFL-CLU-00000G,9,9,both,0
DFL-MAT-J03WLP,DFL-CLU-000002,15,15,both,0
DFL-MAT-J03WLP,DFL-CLU-000008,10,10,both,0
DFL-MAT-J03WLQ,DFL-CLU-000004,15,15,both,0
DFL-MAT-J03WLQ,DFL-CLU-00000V,11,11,both,0
DFL-MAT-J03WLR,DFL-CLU-000003,4,4,both,0
DFL-MAT-J03WLR,DFL-CLU-00000S,21,21,both,0
DFL-MAT-J03WLS,DFL-CLU-00000D,4,5,both,-1
DFL-MAT-J03WLS,DFL-CLU-000010,9,9,both,0
DFL-MAT-J03WLT,DFL-CLU-00000E,7,7,both,0
DFL-MAT-J03WLT,DFL-CLU-00000Z,3,3,both,0
DFL-MAT-J03WLU,DFL-CLU-00000G,23,23,both,0
DFL-MAT-J03WLU,DFL-CLU-00000Z,3,3,both,0
DFL-MAT-J03WLV,DFL-CLU-000002,7,7,both,0
DFL-MAT-J03WLV,DFL-CLU-000017,8,8,both,0
DFL-MAT-J03WLW,DFL-CLU-00000B,11,11,both,0
DFL-MAT-J03WLW,DFL-CLU-00000V,9,9,both,0
DFL-MAT-J03WLX,DFL-CLU-000008,25,25,both,0
DFL-MAT-J03WLX,DFL-CLU-00000A,7,7,both,0
DFL-MAT-J03WLY,DFL-CLU-00000F,5,5,both,0
DFL-MAT-J03WLY,DFL-CLU-000010,5,5,both,0
DFL-MAT-J03WLZ,DFL-CLU-000003,2,2,both,0
DFL-MAT-J03WLZ,DFL-CLU-000006,8,8,both,0
DFL-MAT-J03WM0,DFL-CLU-000007,14,14,both,0
DFL-MAT-J03WM0,DFL-CLU-00000S,5,5,both,0
DFL-MAT-J03WM1,DFL-CLU-000004,7,7,both,0
DFL-MAT-J03WM1,DFL-CLU-00000D,9,9,both,0
DFL-MAT-J03WM2,DFL-CLU-000009,22,22,both,0
DFL-MAT-J03WM2,DFL-CLU-00000E,4,4,both,0
DFL-MAT-J03WM3,DFL-CLU-000003,9,9,both,0
DFL-MAT-J03WM3,DFL-CLU-000007,6,6,both,0
DFL-MAT-J03WM4,DFL-CLU-000008,5,5,both,0
DFL-MAT-J03WM4,DFL-CLU-00000B,13,13,both,0
DFL-MAT-J03WM5,DFL-CLU-00000A,5,5,both,0
DFL-MAT-J03WM5,DFL-CLU-000017,4,4,both,0
DFL-MAT-J03WM6,DFL-CLU-000006,13,13,both,0
DFL-MAT-J03WM6,DFL-CLU-000009,9,9,both,0
DFL-MAT-J03WM7,DFL-CLU-000002,5,5,both,0
DFL-MAT-J03WM7,DFL-CLU-00000F,20,20,both,0
DFL-MAT-J03WM8,DFL-CLU-000004,4,4,both,0
DFL-MAT-J03WM8,DFL-CLU-00000S,8,8,both,0
DFL-MAT-J03WM9,DFL-CLU-00000V,20,20,both,0
DFL-MAT-J03WM9,DFL-CLU-000010,10,10,both,0
DFL-MAT-J03WMA,DFL-CLU-00000D,13,13,both,0
DFL-MAT-J03WMA,DFL-CLU-00000Z,7,7,both,0
DFL-MAT-J03WMB,DFL-CLU-00000E,9,9,both,0
DFL-MAT-J03WMB,DFL-CLU-00000G,14,14,both,0
DFL-MAT-J03WMC,DFL-CLU-000009,15,15,both,0
DFL-MAT-J03WMC,DFL-CLU-00000G,1,1,both,0
DFL-MAT-J03WMD,DFL-CLU-000004,5,5,both,0
DFL-MAT-J03WMD,DFL-CLU-000007,12,12,both,0
DFL-MAT-J03WME,DFL-CLU-00000E,4,4,both,0
DFL-MAT-J03WME,DFL-CLU-000017,8,8,both,0
DFL-MAT-J03WMF,DFL-CLU-00000A,10,10,both,0
DFL-MAT-J03WMF,DFL-CLU-00000V,10,11,both,-1
DFL-MAT-J03WMG,DFL-CLU-000008,20,20,both,0
DFL-MAT-J03WMG,DFL-CLU-00000Z,9,9,both,0
DFL-MAT-J03WMH,DFL-CLU-000006,9,9,both,0
DFL-MAT-J03WMH,DFL-CLU-00000F,8,8,both,0
DFL-MAT-J03WMI,DFL-CLU-000002,16,17,both,-1
DFL-MAT-J03WMI,DFL-CLU-000003,7,7,both,0
DFL-MAT-J03WMJ,DFL-CLU-00000S,9,9,both,0
DFL-MAT-J03WMJ,DFL-CLU-000010,7,7,both,0
DFL-MAT-J03WMK,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WMK,DFL-CLU-00000D,3,3,both,0
DFL-MAT-J03WML,DFL-CLU-00000G,13,13,both,0
DFL-MAT-J03WML,DFL-CLU-000017,7,7,both,0
DFL-MAT-J03WMM,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WMM,DFL-CLU-00000B,5,5,both,0
DFL-MAT-J03WMN,DFL-CLU-000003,5,5,both,0
DFL-MAT-J03WMN,DFL-CLU-00000A,8,8,both,0
DFL-MAT-J03WMO,DFL-CLU-000006,3,3,both,0
DFL-MAT-J03WMO,DFL-CLU-00000D,6,6,both,0
DFL-MAT-J03WMP,DFL-CLU-000002,2,2,both,0
DFL-MAT-J03WMP,DFL-CLU-00000V,20,20,both,0
DFL-MAT-J03WMQ,DFL-CLU-000007,8,8,both,0
DFL-MAT-J03WMQ,DFL-CLU-000010,6,6,both,0
DFL-MAT-J03WMR,DFL-CLU-00000S,7,7,both,0
DFL-MAT-J03WMR,DFL-CLU-00000Z,6,9,both,-3
DFL-MAT-J03WMS,DFL-CLU-000009,13,13,both,0
DFL-MAT-J03WMS,DFL-CLU-00000F,9,9,both,0
DFL-MAT-J03WMT,DFL-CLU-000008,13,13,both,0
DFL-MAT-J03WMT,DFL-CLU-00000E,11,11,both,0
DFL-MAT-J03WMU,DFL-CLU-000006,10,10,both,0
DFL-MAT-J03WMU,DFL-CLU-000007,40,40,both,0
DFL-MAT-J03WMV,DFL-CLU-000009,13,13,both,0
DFL-MAT-J03WMV,DFL-CLU-000017,1,1,both,0
DFL-MAT-J03WMW,DFL-CLU-00000E,4,4,both,0
DFL-MAT-J03WMW,DFL-CLU-00000V,22,22,both,0
DFL-MAT-J03WMX,DFL-CLU-000008,16,16,both,0
DFL-MAT-J03WMX,DFL-CLU-00000G,4,4,both,0
DFL-MAT-J03WMY,DFL-CLU-000004,3,3,both,0
DFL-MAT-J03WMY,DFL-CLU-000010,6,6,both,0
DFL-MAT-J03WMZ,DFL-CLU-00000A,3,3,both,0
DFL-MAT-J03WMZ,DFL-CLU-00000F,11,11,both,0
DFL-MAT-J03WN0,DFL-CLU-000003,9,9,both,0
DFL-MAT-J03WN0,DFL-CLU-00000Z,3,3,both,0
DFL-MAT-J03WN1,DFL-CLU-00000B,4,5,both,-1
DFL-MAT-J03WN1,DFL-CLU-00000S,11,12,both,-1
DFL-MAT-J03WN2,DFL-CLU-000002,7,7,both,0
DFL-MAT-J03WN2,DFL-CLU-00000D,17,17,both,0
DFL-MAT-J03WN3,DFL-CLU-00000W,15,15,both,0
DFL-MAT-J03WN3,DFL-CLU-000N5P,7,7,both,0
DFL-MAT-J03WN4,DFL-CLU-000005,9,9,both,0
DFL-MAT-J03WN4,DFL-CLU-00000H,5,6,both,-1
DFL-MAT-J03WN5,DFL-CLU-00000L,7,8,both,-1
DFL-MAT-J03WN5,DFL-CLU-00000T,8,8,both,0
DFL-MAT-J03WN6,DFL-CLU-00000Q,12,12,both,0
DFL-MAT-J03WN6,DFL-CLU-000018,11,11,both,0
DFL-MAT-J03WN7,DFL-CLU-000012,3,3,both,0
DFL-MAT-J03WN7,DFL-CLU-000015,6,7,both,-1
DFL-MAT-J03WN8,DFL-CLU-000011,5,5,both,0
DFL-MAT-J03WN8,DFL-CLU-000016,16,16,both,0
DFL-MAT-J03WN9,DFL-CLU-00000P,8,8,both,0
DFL-MAT-J03WN9,DFL-CLU-000N5D,3,3,both,0
DFL-MAT-J03WNA,DFL-CLU-00000C,12,12,both,0
DFL-MAT-J03WNA,DFL-CLU-00000X,10,11,both,-1
DFL-MAT-J03WNB,DFL-CLU-000001,15,15,both,0
DFL-MAT-J03WNB,DFL-CLU-00000I,4,6,both,-2
DFL-MAT-J03WNC,DFL-CLU-000011,6,6,both,0
DFL-MAT-J03WNC,DFL-CLU-000015,7,7,both,0
DFL-MAT-J03WND,DFL-CLU-00000C,18,19,both,-1
DFL-MAT-J03WND,DFL-CLU-00000Q,6,6,both,0
DFL-MAT-J03WNE,DFL-CLU-000012,11,11,both,0
DFL-MAT-J03WNE,DFL-CLU-000016,11,11,both,0
DFL-MAT-J03WNF,DFL-CLU-00000X,10,10,both,0
DFL-MAT-J03WNF,DFL-CLU-000018,10,10,both,0
DFL-MAT-J03WNG,DFL-CLU-000005,11,11,both,0
DFL-MAT-J03WNG,DFL-CLU-00000W,13,13,both,0
DFL-MAT-J03WNH,DFL-CLU-00000I,8,10,both,-2
DFL-MAT-J03WNH,DFL-CLU-000N5P,11,11,both,0
DFL-MAT-J03WNI,DFL-CLU-00000L,8,8,both,0
DFL-MAT-J03WNI,DFL-CLU-00000P,9,9,both,0
DFL-MAT-J03WNJ,DFL-CLU-000001,11,12,both,-1
DFL-MAT-J03WNJ,DFL-CLU-00000H,10,10,both,0
DFL-MAT-J03WNK,DFL-CLU-00000T,11,11,both,0
DFL-MAT-J03WNK,DFL-CLU-000N5D,6,6,both,0
DFL-MAT-J03WNL,DFL-CLU-00000T,9,10,both,-1
DFL-MAT-J03WNL,DFL-CLU-00000W,9,9,both,0
DFL-MAT-J03WNM,DFL-CLU-00000C,11,11,both,0
DFL-MAT-J03WNM,DFL-CLU-000018,17,18,both,-1
DFL-MAT-J03WNN,DFL-CLU-000001,15,15,both,0
DFL-MAT-J03WNN,DFL-CLU-00000L,10,10,both,0
DFL-MAT-J03WNO,DFL-CLU-00000Q,10,10,both,0
DFL-MAT-J03WNO,DFL-CLU-000015,12,12,both,0
DFL-MAT-J03WNP,DFL-CLU-00000P,8,9,both,-1
DFL-MAT-J03WNP,DFL-CLU-000012,9,10,both,-1
DFL-MAT-J03WNQ,DFL-CLU-000005,4,4,both,0
DFL-MAT-J03WNQ,DFL-CLU-000011,14,14,both,0
DFL-MAT-J03WNR,DFL-CLU-000N5D,3,3,both,0
DFL-MAT-J03WNR,DFL-CLU-000N5P,9,9,both,0
DFL-MAT-J03WNS,DFL-CLU-00000X,7,7,both,0
DFL-MAT-J03WNS,DFL-CLU-000016,10,10,both,0
DFL-MAT-J03WNT,DFL-CLU-00000H,10,10,both,0
DFL-MAT-J03WNT,DFL-CLU-00000I,9,9,both,0
DFL-MAT-J03WNU,DFL-CLU-00000C,12,12,both,0
DFL-MAT-J03WNU,DFL-CLU-000015,16,16,both,0
DFL-MAT-J03WNV,DFL-CLU-00000Q,8,8,both,0
DFL-MAT-J03WNV,DFL-CLU-000016,4,4,both,0
DFL-MAT-J03WNW,DFL-CLU-00000H,9,9,both,0
DFL-MAT-J03WNW,DFL-CLU-000N5D,7,7,both,0
DFL-MAT-J03WNX,DFL-CLU-000005,6,6,both,0
DFL-MAT-J03WNX,DFL-CLU-000018,7,8,both,-1
DFL-MAT-J03WNY,DFL-CLU-00000X,8,9,both,-1
DFL-MAT-J03WNY,DFL-CLU-000N5P,12,12,both,0
DFL-MAT-J03WNZ,DFL-CLU-00000P,14,14,both,0
DFL-MAT-J03WNZ,DFL-CLU-00000W,1,1,both,0
DFL-MAT-J03WO0,DFL-CLU-000001,6,7,both,-1
DFL-MAT-J03WO0,DFL-CLU-000011,10,10,both,0
DFL-MAT-J03WO1,DFL-CLU-00000T,23,23,both,0
DFL-MAT-J03WO1,DFL-CLU-000012,6,8,both,-2
DFL-MAT-J03WO2,DFL-CLU-00000I,6,6,both,0
DFL-MAT-J03WO2,DFL-CLU-00000L,8,8,both,0
DFL-MAT-J03WO3,DFL-CLU-00000I,7,7,both,0
DFL-MAT-J03WO3,DFL-CLU-00000W,14,14,both,0
DFL-MAT-J03WO4,DFL-CLU-00000C,5,15,both,-10
DFL-MAT-J03WO4,DFL-CLU-000016,4,7,both,-3
DFL-MAT-J03WO5,DFL-CLU-000015,3,3,both,0
DFL-MAT-J03WO5,DFL-CLU-000018,21,21,both,0
DFL-MAT-J03WO6,DFL-CLU-00000L,9,9,both,0
DFL-MAT-J03WO6,DFL-CLU-000N5P,11,11,both,0
DFL-MAT-J03WO7,DFL-CLU-00000H,13,13,both,0
DFL-MAT-J03WO7,DFL-CLU-00000Q,8,8,both,0
DFL-MAT-J03WO8,DFL-CLU-000005,9,9,both,0
DFL-MAT-J03WO8,DFL-CLU-000012,9,9,both,0
DFL-MAT-J03WO9,DFL-CLU-00000T,5,5,both,0
DFL-MAT-J03WO9,DFL-CLU-000011,15,15,both,0
DFL-MAT-J03WOA,DFL-CLU-000001,3,4,both,-1
DFL-MAT-J03WOA,DFL-CLU-000N5D,14,21,both,-7
DFL-MAT-J03WOB,DFL-CLU-00000P,14,14,both,0
DFL-MAT-J03WOB,DFL-CLU-00000X,10,11,both,-1
DFL-MAT-J03WOC,DFL-CLU-00000X,11,11,both,0
DFL-MAT-J03WOC,DFL-CLU-000015,5,5,both,0
DFL-MAT-J03WOD,DFL-CLU-000016,10,10,both,0
DFL-MAT-J03WOD,DFL-CLU-000018,13,13,both,0
DFL-MAT-J03WOE,DFL-CLU-00000H,9,9,both,0
DFL-MAT-J03WOE,DFL-CLU-00000L,2,2,both,0
DFL-MAT-J03WOF,DFL-CLU-000005,13,13,both,0
DFL-MAT-J03WOF,DFL-CLU-00000C,13,14,both,-1
DFL-MAT-J03WOG,DFL-CLU-000012,11,11,both,0
DFL-MAT-J03WOG,DFL-CLU-000N5P,16,16,both,0
DFL-MAT-J03WOH,DFL-CLU-00000P,14,14,both,0
DFL-MAT-J03WOH,DFL-CLU-000011,6,6,both,0
DFL-MAT-J03WOI,DFL-CLU-000001,5,5,both,0
DFL-MAT-J03WOI,DFL-CLU-00000W,13,14,both,-1
DFL-MAT-J03WOJ,DFL-CLU-00000Q,11,11,both,0
DFL-MAT-J03WOJ,DFL-CLU-00000T,12,13,both,-1
DFL-MAT-J03WOK,DFL-CLU-00000I,13,13,both,0
DFL-MAT-J03WOK,DFL-CLU-000N5D,2,2,both,0
DFL-MAT-J03WOL,DFL-CLU-00000H,11,11,both,0
DFL-MAT-J03WOL,DFL-CLU-00000W,4,4,both,0
DFL-MAT-J03WOM,DFL-CLU-00000C,14,14,both,0
DFL-MAT-J03WOM,DFL-CLU-00000T,8,8,both,0
DFL-MAT-J03WON,DFL-CLU-000015,6,6,both,0
DFL-MAT-J03WON,DFL-CLU-000016,9,9,both,0
DFL-MAT-J03WOO,DFL-CLU-00000P,14,14,both,0
DFL-MAT-J03WOO,DFL-CLU-000018,8,9,both,-1
DFL-MAT-J03WOP,DFL-CLU-00000L,11,11,both,0
DFL-MAT-J03WOP,DFL-CLU-000N5D,4,4,both,0
DFL-MAT-J03WOQ,DFL-CLU-000001,4,4,both,0
DFL-MAT-J03WOQ,DFL-CLU-00000Q,11,11,both,0
DFL-MAT-J03WOR,DFL-CLU-00000I,13,14,both,-1
DFL-MAT-J03WOR,DFL-CLU-000012,12,12,both,0
DFL-MAT-J03WOS,DFL-CLU-000011,7,7,both,0
DFL-MAT-J03WOS,DFL-CLU-000N5P,10,10,both,0
DFL-MAT-J03WOT,DFL-CLU-000005,8,8,both,0
DFL-MAT-J03WOT,DFL-CLU-00000X,14,14,both,0
DFL-MAT-J03WOU,DFL-CLU-00000H,16,16,both,0
DFL-MAT-J03WOU,DFL-CLU-000012,16,16,both,0
DFL-MAT-J03WOV,DFL-CLU-00000L,10,11,both,-1
DFL-MAT-J03WOV,DFL-CLU-000011,6,6,both,0
DFL-MAT-J03WOW,DFL-CLU-000005,12,12,both,0
DFL-MAT-J03WOW,DFL-CLU-000015,7,7,both,0
DFL-MAT-J03WOX,DFL-CLU-00000C,12,13,both,-1
DFL-MAT-J03WOX,DFL-CLU-000N5P,21,21,both,0
DFL-MAT-J03WOY,DFL-CLU-00000P,6,6,both,0
DFL-MAT-J03WOY,DFL-CLU-00000Q,11,11,both,0
DFL-MAT-J03WOZ,DFL-CLU-000001,9,9,both,0
DFL-MAT-J03WOZ,DFL-CLU-00000X,6,6,both,0
DFL-MAT-J03WP0,DFL-CLU-00000T,17,19,both,-2
DFL-MAT-J03WP0,DFL-CLU-000018,19,21,both,-2
DFL-MAT-J03WP1,DFL-CLU-00000W,2,2,both,0
DFL-MAT-J03WP1,DFL-CLU-000N5D,11,11,both,0
DFL-MAT-J03WP2,DFL-CLU-00000I,14,14,both,0
DFL-MAT-J03WP2,DFL-CLU-000016,6,6,both,0
DFL-MAT-J03WP3,DFL-CLU-000015,7,7,both,0
DFL-MAT-J03WP3,DFL-CLU-000N5P,30,30,both,0
DFL-MAT-J03WP4,DFL-CLU-00000L,5,5,both,0
DFL-MAT-J03WP4,DFL-CLU-00000W,4,4,both,0
DFL-MAT-J03WP5,DFL-CLU-00000C,15,15,both,0
DFL-MAT-J03WP5,DFL-CLU-00000P,9,9,both,0
DFL-MAT-J03WP6,DFL-CLU-000005,9,9,both,0
DFL-MAT-J03WP6,DFL-CLU-000016,8,9,both,-1
DFL-MAT-J03WP7,DFL-CLU-00000I,5,5,both,0
DFL-MAT-J03WP7,DFL-CLU-000018,15,15,both,0
DFL-MAT-J03WP8,DFL-CLU-00000Q,10,10,both,0
DFL-MAT-J03WP8,DFL-CLU-000N5D,7,7,both,0
DFL-MAT-J03WP9,DFL-CLU-000001,3,3,both,0
DFL-MAT-J03WP9,DFL-CLU-000012,15,15,both,0
DFL-MAT-J03WPA,DFL-CLU-00000H,16,18,both,-2
DFL-MAT-J03WPA,DFL-CLU-000011,2,2,both,0
DFL-MAT-J03WPB,DFL-CLU-00000T,9,10,both,-1
DFL-MAT-J03WPB,DFL-CLU-00000X,12,13,both,-1
DFL-MAT-J03WPC,DFL-CLU-00000W,13,13,both,0
DFL-MAT-J03WPC,DFL-CLU-000012,1,1,both,0
DFL-MAT-J03WPD,DFL-CLU-00000H,6,6,both,0
DFL-MAT-J03WPD,DFL-CLU-000018,13,13,both,0
DFL-MAT-J03WPE,DFL-CLU-00000L,15,16,both,-1
DFL-MAT-J03WPE,DFL-CLU-000016,1,1,both,0
DFL-MAT-J03WPF,DFL-CLU-00000Q,8,8,both,0
DFL-MAT-J03WPF,DFL-CLU-000N5P,13,13,both,0
DFL-MAT-J03WPG,DFL-CLU-00000P,14,14,both,0
DFL-MAT-J03WPG,DFL-CLU-000015,11,11,both,0
DFL-MAT-J03WPH,DFL-CLU-000001,4,4,both,0
DFL-MAT-J03WPH,DFL-CLU-00000C,19,19,both,0
DFL-MAT-J03WPI,DFL-CLU-000005,14,14,both,0
DFL-MAT-J03WPI,DFL-CLU-00000T,25,27,both,-2
DFL-MAT-J03WPJ,DFL-CLU-000011,9,9,both,0
DFL-MAT-J03WPJ,DFL-CLU-000N5D,10,10,both,0
DFL-MAT-J03WPK,DFL-CLU-00000I,10,10,both,0
DFL-MAT-J03WPK,DFL-CLU-00000X,9,9,both,0
DFL-MAT-J03WPL,DFL-CLU-00000T,17,17,both,0
DFL-MAT-J03WPL,DFL-CLU-000015,16,16,both,0
DFL-MAT-J03WPM,DFL-CLU-00000C,9,10,both,-1
DFL-MAT-J03WPM,DFL-CLU-00000I,14,14,both,0
DFL-MAT-J03WPN,DFL-CLU-00000P,9,9,both,0
DFL-MAT-J03WPN,DFL-CLU-000016,13,13,both,0
DFL-MAT-J03WPO,DFL-CLU-000001,14,14,both,0
DFL-MAT-J03WPO,DFL-CLU-000018,12,12,both,0
DFL-MAT-J03WPP,DFL-CLU-000005,9,9,both,0
DFL-MAT-J03WPP,DFL-CLU-000N5P,12,12,both,0
DFL-MAT-J03WPQ,DFL-CLU-00000L,8,8,both,0
DFL-MAT-J03WPQ,DFL-CLU-00000Q,12,13,both,-1
DFL-MAT-J03WPR,DFL-CLU-000012,6,6,both,0
DFL-MAT-J03WPR,DFL-CLU-000N5D,12,12,both,0
DFL-MAT-J03WPS,DFL-CLU-00000W,7,7,both,0
DFL-MAT-J03WPS,DFL-CLU-000011,8,9,both,-1
DFL-MAT-J03WPT,DFL-CLU-00000H,7,7,both,0
DFL-MAT-J03WPT,DFL-CLU-00000X,12,12,both,0
DFL-MAT-J03WPU,DFL-CLU-00000Q,9,9,both,0
DFL-MAT-J03WPU,DFL-CLU-00000W,8,8,both,0
DFL-MAT-J03WPV,DFL-CLU-00000C,11,11,both,0
DFL-MAT-J03WPV,DFL-CLU-00000H,8,9,both,-1
DFL-MAT-J03WPW,DFL-CLU-00000L,8,8,both,0
DFL-MAT-J03WPW,DFL-CLU-000012,7,8,both,-1
DFL-MAT-J03WPX,DFL-CLU-000018,11,12,both,-1
DFL-MAT-J03WPX,DFL-CLU-000N5P,8,8,both,0
DFL-MAT-J03WPY,DFL-CLU-000005,3,3,both,0
DFL-MAT-J03WPY,DFL-CLU-00000P,16,17,both,-1
DFL-MAT-J03WPZ,DFL-CLU-000001,4,4,both,0
DFL-MAT-J03WPZ,DFL-CLU-000015,14,14,both,0
DFL-MAT-J03WQ0,DFL-CLU-00000T,20,20,both,0
DFL-MAT-J03WQ0,DFL-CLU-000016,6,7,both,-1
